Ele,Slope,HH+HV_min,HH_diss_range,HH_savg_min,HV_imcorr1_range,HV_savg_min,B11_mean,B11_median,B11_std,B11_range,B12_mean,B12_median,B12_std,B2_mean,B2_median,B2_min,B3_mean,B3_median,B4_mean,B5_median,B5_std,CIgreen_mean,CIgreen_median,CIre_median,EVI1_std,GNDVI_mean,GNDVI_median,MCARI1_std,MTCI1_std,NDI45_mean,NDI45_median,NDVI56_mean,NDWI1_median,NLI_std,PSSRa_median,kNDVI_mean,AGBD
2524.407958984375,2.8366791645817173,-31.38205650649845,327.85581027668013,82589.51454545456,0.0129812968483881,70814.81814229251,2967.0079475515126,2940.147524752476,811.5794923784708,3656.973267326733,2102.9188386406213,2166.029702970297,657.8139561585252,659.9173668718223,630.1722772277228,397.0861386138614,905.4753278030504,879.7455445544556,1074.570591383463,1273.8633663366336,378.8400027266484,1.3675844776337278,1.2432634706370216,0.4117844934684282,0.0630770296513877,0.3952718214839948,0.3811188131634411,0.0034111248450197,0.7739902376443049,0.1259022385842281,0.1037248757791236,0.1491263999090442,-0.1856107555893772,0.0610674096218815,1.7184788399321116,0.3157078781525936,8.289917844377166
2475.4523944854736,27.01951043710464,-28.158421635906844,489.90941977856426,85087.14635077189,0.011012221621631,73099.5516078566,2203.34083463894,2043.0962113659025,478.7241495847268,1774.6779661016951,1487.1227982718508,1326.4795613160518,355.5094689744658,488.4013198499739,476.5633100697907,213.01595214356928,686.8504011774202,668.1420737786641,756.8815933152922,995.4247258225324,269.1708852915679,2.1818141102319584,1.9847527291132008,0.8356810567604352,0.033125319898939,0.5086812516058692,0.4954400874342697,0.0016359551451796,1.07103444112902,0.1980373967542264,0.1824493661785283,0.2276494818089925,-0.0394006802457591,0.0418449990415372,2.7596697511662853,0.4388923431357166,23.51653618582565
2395.547611391641,20.96070181875628,-31.436448556268623,240.53220638057587,81013.41736024844,0.0210755716972135,69209.73727978545,1973.2947262073144,2021.188118811881,595.1875256171869,2854.2450495049493,1303.204667609618,1296.1059405940596,402.597141360502,338.3444938371389,316.6341584158416,1.4277227722772277,512.8843705799151,512.8222772277227,557.1393412810669,900.3643564356435,298.54993201972627,2.531724445016214,2.4870106601703235,0.8721824492398359,0.0427847939507052,0.5467869142769335,0.5517640485005046,0.001390343017157,0.7732724730731716,0.2343804924130535,0.2283193510981969,0.2451498040174349,-0.0607925424323549,0.0685159325631714,3.147434892685728,0.474908813272117,15.662972720258914
2386.902506510417,14.087450016051616,-29.023161533121005,439.086839622642,85788.79844768436,0.010656242834775,74814.36227844484,2287.970872144899,2312.774801587301,558.1667277221636,1877.9188826664788,1446.2412870559672,1482.795634920635,377.8776449009869,566.2881213399996,494.7781916267493,174.11980193951348,859.1942780311518,815.1533266413074,1053.9409781606787,1312.834659998122,399.4957622978037,2.6917474590024315,2.581815062521367,0.9238619909032426,0.0619390272963172,0.551202769202971,0.5440498739244625,0.0044901200798165,11.402430948188725,0.1632491407200983,0.1199646106783891,0.271062679531018,0.1125519140493517,0.0517436752912488,2.6605338102569007,0.4445467909613056,7.722005036516554
2275.405517578125,13.792890548706056,-31.36044898801482,361.1957631874302,82100.29271604939,0.0116045690012143,69969.49785213241,2396.155911044973,2317.4019097222226,557.3413164538879,2203.1904761904766,1633.320961474868,1630.7028769841272,414.9272000573338,374.85549975198415,356.3792162698413,116.0277777777778,575.7716600529101,538.8116319444446,680.6720258763228,993.2445436507936,288.5521202421177,2.0902625691375136,1.9578017451311545,0.6813633296094463,0.0288305602609574,0.5029531012916002,0.4925451246959185,0.0016671560205926,0.3230185205187925,0.2302333483666708,0.2178852470294095,0.195676053758998,-0.1684624617759097,0.0463621887076985,2.6396312186995576,0.4122365816413845,22.372229112946428
2852.82949625651,19.8567737408962,-25.05354171074136,342.28008664390154,87106.32355442921,0.0069482859236964,76965.15707019137,2633.1938340350403,2809.180904522613,644.5083262719243,3013.578894472362,1667.8935216623656,1791.6793969849246,422.2144523626685,650.1838924351487,611.9256281407035,50.30753768844221,875.1773190275702,852.483417085427,943.8911313323372,1299.8472361809042,316.5339573622784,2.134648854473474,2.200020125219318,0.9356499721955636,0.0657430042111561,0.5013667852803788,0.5168599695610159,0.0014689843805262,53.08266674584846,0.1636065405360236,0.1610184358164102,0.2576239387882712,-0.0064244563935665,0.0611941508741965,2.789589252900336,0.4395143061603339,2.6460977172361924
2704.326219128024,18.133003827706325,-29.989311657902885,376.2622471590905,81962.16559232958,0.0080855170328812,71020.52730397727,1389.426220455048,1488.5129224652087,633.2463648929156,2053.929423459245,848.5216699801193,830.5188866799206,404.6322182998696,249.97190192180253,253.65109343936385,1.0,369.2607687210073,375.2455268389663,391.156571681025,662.2425447316103,294.3587986176764,9.263546015093423,3.2010537311039964,1.4525534614766034,0.0994787305237077,0.6202027708178633,0.6118297606024138,0.0026168495502091,0.6938484238985551,0.2675812948561797,0.2509124877026412,0.335895929614419,0.0541177162498783,0.0764428376072387,4.035162561332056,0.5334001202547737,0.2910259250098728
2267.94411041777,25.00707456847377,-37.69239460933946,299.54331249999973,79060.15256249999,0.0102173934979763,66369.69093181816,3220.6478076379067,3024.677227722772,534.4163824547011,2578.7603960396027,2340.042715700142,2214.8361386138613,433.891305070892,854.4083686940123,800.7415841584159,456.4287128712871,1121.0204148986325,1051.9594059405945,1427.5328854314002,1597.040099009901,321.2791263117926,1.305660743307419,1.3025710909109067,0.3782899908585109,0.0438728319784855,0.3902920086445104,0.392216024291955,0.0028159493165412,1.529323900328046,0.0994113816049458,0.0928861861873668,0.1209154836767494,-0.1303804168911519,0.0446109816499837,1.6594098188257398,0.2776437267283111,5.096504064074281
1748.07133601262,23.23466174003236,-26.2570447022263,879.7673859623739,88469.92147676974,0.0161159607687153,78540.19967463399,1885.867824965104,2018.323558648112,502.622510920017,2314.84393638171,1021.1934880081214,955.6669980119284,359.5038040494905,274.21479632841255,242.8414512922465,95.70129224652088,497.10178291950416,506.3449304174951,352.8310350661985,884.2842942345924,207.3857690851489,4.786145426648426,4.40155317940878,1.824604793869815,0.1751664571291998,0.6817027016117649,0.6859086848402733,0.0103700746801844,0.742701356522779,0.435197336810854,0.4292268052250745,0.4280981021367267,0.1921495649277884,0.1348296874069747,7.135915202495808,0.6313840869288337,30.98559384077809
2354.719680535989,17.007975957456747,-35.328295332463114,647.8739657652475,75914.10685558114,0.0092611527752572,64649.71900460301,2476.661422200198,2373.2086223984143,721.9673675731896,3239.2834489593656,1558.22685827552,1447.6263627353817,513.7764317974337,480.34174925668975,455.81318136769073,101.35976214073338,688.7608771060455,696.792864222002,818.8109762140733,1079.740832507433,433.3286093724102,2.0683033651602005,1.987999410752721,0.6376767800459509,0.0839133424999614,0.4909239514627864,0.4968171951887389,0.0046039926646889,3.945029222814369,0.1953831417377446,0.2064544853700133,0.1995766527791237,-0.1305942373291811,0.0626429839682839,2.55177655308553,0.3990280076162053,18.797886400888903
